15,Timestamp,MON1 CL DDM (ｵA),Status,MON1 CL SDM (%),Status,MON1 CL RF (dB),Status,MON1 DS DDM (ｵA),Status,MON1 DS SDM (%),Status,MON1 DS RF (dB),Status,MON1 NF DDM (ｵA),Status,MON1 NF SDM (%),Status,MON1 NF RF (dB),Status,MON1 CLR DDM (ｵA),Status,MON1 CLR SDM (%),Status,MON1 CLR RF (dB),Status,MON1 DIFF FREQ (kHz),Status,MON1 TEST DDM (ｵA),Status,MON1 TEST SDM (%),Status,MON1 TEST RF (dB),Status,MON1 SELF TEST (),Status,MON2 CL DDM (ｵA),Status,MON2 CL SDM (%),Status,MON2 CL RF (dB),Status,MON2 DS DDM (ｵA),Status,MON2 DS SDM (%),Status,MON2 DS RF (dB),Status,MON2 NF DDM (ｵA),Status,MON2 NF SDM (%),Status,MON2 NF RF (dB),Status,MON2 CLR DDM (ｵA),Status,MON2 CLR SDM (%),Status,MON2 CLR RF (dB),Status,MON2 DIFF FREQ (kHz),Status,MON2 TEST DDM (ｵA),Status,MON2 TEST SDM (%),Status,MON2 TEST RF (dB),Status,MON2 SELF TEST (),Status
1913,"2022-02-04 04:27:07,0"," 3,76", ,"79,94", ," 0,28", ," 2,02", ,"79,97", ," 0,23", ,"-2,02", ,"79,94", ," 0,26", ," 5,50", ,"80,24", ," 0,26", ,"14,74", ,"-61,03",a,"54,80",a,"-5,03",a," 0,00", ," 3,76", ,"79,94", ," 0,31", ," 2,02", ,"80,01", ," 0,26", ,"-2,02", ,"79,94", ," 0,28", ," 3,76", ,"80,24", ," 0,30", ,"14,76", ,"-61,90",a,"53,79",a,"-5,03",a," 0,00", 
1914,"2022-02-04 04:32:07,7"," 3,76", ,"79,90", ," 0,28", ," 1,74", ,"79,97", ," 0,23", ,"-1,74", ,"79,94", ," 0,25", ," 4,92", ,"80,24", ," 0,28", ,"14,74", ,"-61,03",a,"54,80",a,"-5,03",a," 0,00", ," 4,05", ,"79,97", ," 0,31", ," 2,02", ,"80,01", ," 0,27", ,"-1,74", ,"79,94", ," 0,27", ," 3,18", ,"80,17", ," 0,31", ,"14,74", ,"-61,90",a,"53,79",a,"-5,03",a," 0,00", 
1915,"2022-02-04 04:37:08,1"," 3,76", ,"79,97", ," 0,28", ," 2,02", ,"79,97", ," 0,23", ,"-1,45", ,"79,90", ," 0,25", ," 4,92", ,"80,21", ," 0,27", ,"14,74", ,"-1,74", ,"78,59", ," 0,01", ," 0,00", ," 3,76", ,"79,97", ," 0,31", ," 2,31", ,"80,01", ," 0,27", ,"-1,45", ,"79,94", ," 0,26", ," 3,47", ,"80,17", ," 0,31", ,"14,74", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
1916,"2022-02-04 04:42:08,7"," 4,34", ,"79,94", ," 0,26", ," 2,02", ,"80,01", ," 0,22", ,"-0,58", ,"79,94", ," 0,23", ," 5,21", ,"80,24", ," 0,28", ,"14,76", ,"-61,61",a,"55,00",a,"-3,69",a," 0,00", ," 4,34", ,"79,94", ," 0,30", ," 2,31", ,"80,01", ," 0,26", ,"-0,58", ,"79,97", ," 0,24", ," 3,47", ,"80,21", ," 0,31", ,"14,74", ,"-52,93",a,"56,52",a,"-1,71", ," 0,00", 
1917,"2022-02-04 04:47:09,6"," 3,47", ,"79,97", ," 0,29", ," 1,74", ,"80,01", ," 0,25", ,"-0,58", ,"79,94", ," 0,24", ," 4,34", ,"80,17", ," 0,29", ,"14,74", ,"-4,92", ,"78,05", ," 0,01", ," 0,00", ," 3,47", ,"79,97", ," 0,32", ," 2,02", ,"80,01", ," 0,28", ,"-0,58", ,"79,94", ," 0,25", ," 2,89", ,"80,17", ," 0,32", ,"14,74", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
1918,"2022-02-04 04:52:10,0"," 4,05", ,"79,97", ," 0,26", ," 2,31", ,"79,97", ," 0,21", ,"-0,29", ,"79,94", ," 0,20", ," 6,65", ,"80,34", ," 0,25", ,"14,74", ,"-45,99",a,"56,39",a,"-5,03",a," 0,00", ," 4,34", ,"79,97", ," 0,29", ," 2,60", ,"80,04", ," 0,25", ,"-0,29", ,"79,90", ," 0,22", ," 5,21", ,"80,31", ," 0,29", ,"14,74", ,"-61,90",a,"53,99",a,"-5,03",a," 0,00", 
1919,"2022-02-04 04:57:10,6"," 4,05", ,"79,97", ," 0,26", ," 2,31", ,"80,01", ," 0,22", ," 0,58", ,"79,94", ," 0,17", ," 6,65", ,"80,34", ," 0,26", ,"14,74", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 4,05", ,"79,97", ," 0,29", ," 2,60", ,"79,97", ," 0,25", ," 0,58", ,"79,94", ," 0,19", ," 4,92", ,"80,31", ," 0,29", ,"14,74", ," 0,29", ,"76,87", ,"-1,03", ," 0,00", 
1920,"2022-02-04 05:02:11,3"," 4,05", ,"79,94", ," 0,28", ," 2,02", ,"79,94", ," 0,23", ,"-0,58", ,"79,87", ," 0,22", ," 5,50", ,"80,24", ," 0,27", ,"14,76", ," 0,00", ,"79,77", ," 0,01", ," 0,00", ," 4,05", ,"79,97", ," 0,31", ," 2,31", ,"80,01", ," 0,26", ,"-0,58", ,"79,90", ," 0,23", ," 3,76", ,"80,21", ," 0,31", ,"14,76", ," 0,00", ,"79,80", ," 0,01", ," 0,00", 
1921,"2022-02-04 05:07:11,4"," 3,76", ,"79,97", ," 0,29", ," 1,74", ,"80,01", ," 0,26", ,"-0,87", ,"79,94", ," 0,23", ," 4,05", ,"80,17", ," 0,30", ,"14,74", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 4,05", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-0,87", ,"79,94", ," 0,25", ," 2,31", ,"80,14", ," 0,34", ,"14,76", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
1922,"2022-02-04 05:12:11,5"," 3,47", ,"79,94", ," 0,31", ," 1,74", ,"79,97", ," 0,27", ,"-2,31", ,"79,90", ," 0,30", ," 5,50", ,"80,24", ," 0,28", ,"14,76", ,"-4,63", ,"76,19", ,"-1,30", ," 0,00", ," 3,47", ,"79,97", ," 0,34", ," 2,02", ,"80,01", ," 0,30", ,"-2,31", ,"79,94", ," 0,32", ," 3,76", ,"80,21", ," 0,31", ,"14,74", ,"-25,74",a,"69,85", ,"-3,14",a," 0,00", 
1923,"2022-02-04 05:17:12,4"," 3,18", ,"79,94", ," 0,31", ," 1,74", ,"79,97", ," 0,27", ,"-2,31", ,"79,90", ," 0,33", ," 6,07", ,"80,28", ," 0,26", ,"14,78", ,"-64,79",a,"54,77",a,"-5,03",a," 0,00", ," 3,18", ,"79,94", ," 0,35", ," 2,02", ,"80,01", ," 0,31", ,"-2,02", ,"79,94", ," 0,35", ," 4,34", ,"80,24", ," 0,30", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
1924,"2022-02-04 05:22:12,5"," 3,18", ,"79,94", ," 0,31", ," 2,02", ,"79,97", ," 0,26", ,"-1,74", ,"79,94", ," 0,32", ," 6,36", ,"80,28", ," 0,26", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 3,18", ,"79,94", ," 0,34", ," 2,02", ,"79,97", ," 0,30", ,"-1,74", ,"79,94", ," 0,34", ," 4,63", ,"80,24", ," 0,30", ,"14,74", ,"-61,90",a,"53,79",a,"-5,03",a," 0,00", 
1925,"2022-02-04 05:27:13,2"," 3,18", ,"79,94", ," 0,31", ," 2,02", ,"79,97", ," 0,26", ,"-1,45", ,"79,94", ," 0,30", ," 6,07", ,"80,28", ," 0,27", ,"14,76", ,"-62,76",a,"57,84",a,"-5,03",a," 0,00", ," 3,47", ,"79,94", ," 0,34", ," 2,02", ,"80,01", ," 0,30", ,"-1,45", ,"79,94", ," 0,32", ," 4,34", ,"80,24", ," 0,31", ,"14,74", ,"-61,03",a,"53,99",a,"-5,03",a," 0,00", 
1926,"2022-02-04 05:32:13,8"," 3,76", ,"79,97", ," 0,31", ," 1,74", ,"80,01", ," 0,26", ,"-0,87", ,"79,94", ," 0,28", ," 6,07", ,"80,28", ," 0,27", ,"14,74", ,"-0,29", ,"79,80", ," 0,01", ," 0,00", ," 3,47", ,"79,97", ," 0,34", ," 2,02", ,"79,94", ," 0,29", ,"-0,87", ,"79,94", ," 0,29", ," 4,63", ,"80,24", ," 0,31", ,"14,74", ,"-4,63", ,"79,16", ,"-0,52", ," 0,00", 
1927,"2022-02-04 05:37:13,9"," 3,47", ,"79,94", ," 0,31", ," 1,74", ,"80,01", ," 0,26", ,"-0,58", ,"79,94", ," 0,27", ," 6,36", ,"80,28", ," 0,28", ,"14,74", ,"-30,66",a,"69,75", ,"-3,14",a," 0,00", ," 3,47", ,"79,97", ," 0,34", ," 2,31", ,"80,01", ," 0,30", ,"-0,58", ,"79,94", ," 0,29", ," 4,34", ,"80,24", ," 0,31", ,"14,76", ,"-44,83",a,"59,02",a,"-5,03",a," 0,00", 
1928,"2022-02-04 05:42:14,6"," 3,47", ,"79,97", ," 0,31", ," 2,02", ,"79,97", ," 0,26", ,"-0,58", ,"79,94", ," 0,26", ," 6,07", ,"80,28", ," 0,28", ,"14,74", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 3,47", ,"79,97", ," 0,34", ," 2,31", ,"80,01", ," 0,30", ,"-0,29", ,"79,94", ," 0,28", ," 4,34", ,"80,24", ," 0,31", ,"14,74", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
1929,"2022-02-04 05:47:15,2"," 3,47", ,"79,97", ," 0,31", ," 2,02", ,"80,01", ," 0,27", ,"-0,29", ,"79,94", ," 0,26", ," 6,07", ,"80,28", ," 0,28", ,"14,76", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 3,47", ,"79,97", ," 0,34", ," 2,02", ,"80,01", ," 0,30", ,"-0,29", ,"79,94", ," 0,28", ," 4,34", ,"80,21", ," 0,31", ,"14,76", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
1930,"2022-02-04 05:52:14,8"," 3,47", ,"79,94", ," 0,31", ," 2,02", ,"80,01", ," 0,27", ,"-0,29", ,"79,94", ," 0,26", ," 5,78", ,"80,24", ," 0,28", ,"14,76", ,"-44,25",a,"59,52",a,"-5,03",a," 0,00", ," 3,47", ,"79,94", ," 0,34", ," 2,02", ,"80,01", ," 0,30", ,"-0,29", ,"79,94", ," 0,28", ," 4,05", ,"80,21", ," 0,32", ,"14,74", ,"-69,42",a,"54,60",a,"-5,03",a," 0,00", 
1931,"2022-02-04 05:57:15,7"," 3,47", ,"79,94", ," 0,31", ," 1,74", ,"79,97", ," 0,27", ,"-0,29", ,"79,94", ," 0,28", ," 5,78", ,"80,24", ," 0,28", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 3,47", ,"79,94", ," 0,34", ," 2,02", ,"80,01", ," 0,31", ,"-0,29", ,"79,94", ," 0,29", ," 4,05", ,"80,21", ," 0,32", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
1932,"2022-02-04 06:02:16,1"," 3,47", ,"79,97", ," 0,31", ," 1,45", ,"79,97", ," 0,27", ,"-0,58", ,"79,94", ," 0,29", ," 5,78", ,"80,24", ," 0,28", ,"14,74", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 3,18", ,"80,01", ," 0,35", ," 2,02", ,"80,01", ," 0,31", ,"-0,29", ,"79,94", ," 0,31", ," 4,05", ,"80,21", ," 0,32", ,"14,74", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
1933,"2022-02-04 06:07:16,4"," 3,18", ,"79,94", ," 0,31", ," 2,02", ,"79,97", ," 0,27", ,"-0,58", ,"79,94", ," 0,31", ," 5,78", ,"80,24", ," 0,28", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 3,18", ,"79,97", ," 0,35", ," 2,31", ,"80,01", ," 0,31", ,"-0,58", ,"79,94", ," 0,32", ," 4,05", ,"80,21", ," 0,32", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
1934,"2022-02-04 06:12:16,8"," 3,18", ,"79,97", ," 0,31", ," 2,02", ,"79,97", ," 0,27", ,"-0,87", ,"79,94", ," 0,31", ," 5,50", ,"80,24", ," 0,28", ,"14,74", ,"-0,58", ,"79,87", ," 0,01", ," 0,00", ," 3,18", ,"79,97", ," 0,35", ," 2,02", ,"80,01", ," 0,31", ,"-0,87", ,"79,94", ," 0,33", ," 4,05", ,"80,21", ," 0,32", ,"14,78", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
1935,"2022-02-04 06:17:17,4"," 3,18", ,"79,94", ," 0,32", ," 2,02", ,"79,97", ," 0,27", ,"-1,16", ,"79,94", ," 0,32", ," 5,50", ,"80,24", ," 0,28", ,"14,72", ,"-57,56",a,"55,64",a,"-2,97",a," 0,00", ," 3,47", ,"79,97", ," 0,35", ," 2,31", ,"80,01", ," 0,31", ,"-0,87", ,"79,94", ," 0,34", ," 4,05", ,"80,21", ," 0,32", ,"14,74", ,"-58,71",a,"58,88",a,"-1,16", ," 0,00", 
1936,"2022-02-04 06:22:17,8"," 3,47", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,27", ,"-1,16", ,"79,94", ," 0,33", ," 5,50", ,"80,24", ," 0,29", ,"14,74", ,"-4,34", ,"79,67", ,"-0,28", ," 0,00", ," 3,18", ,"79,97", ," 0,35", ," 2,02", ,"79,97", ," 0,31", ,"-1,45", ,"79,90", ," 0,35", ," 4,05", ,"80,21", ," 0,32", ,"14,74", ,"-12,44", ,"73,19", ,"-1,85", ," 0,00", 
1937,"2022-02-04 06:27:18,2"," 3,18", ,"79,94", ," 0,32", ," 2,02", ,"79,97", ," 0,28", ,"-1,45", ,"79,94", ," 0,34", ," 5,50", ,"80,24", ," 0,29", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 3,18", ,"79,94", ," 0,35", ," 2,02", ,"80,01", ," 0,31", ,"-1,45", ,"79,94", ," 0,35", ," 3,76", ,"80,21", ," 0,32", ,"14,76", ,"-59,87",a,"54,02",a,"-3,69",a," 0,00", 
1938,"2022-02-04 06:32:18,9"," 3,18", ,"79,94", ," 0,31", ," 2,02", ,"79,97", ," 0,26", ,"-1,45", ,"79,94", ," 0,34", ," 5,78", ,"80,28", ," 0,28", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 3,18", ,"79,94", ," 0,34", ," 2,31", ,"80,01", ," 0,29", ,"-1,16", ,"79,94", ," 0,35", ," 4,34", ,"80,24", ," 0,32", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
1939,"2022-02-04 06:37:18,9"," 3,18", ,"79,94", ," 0,31", ," 2,02", ,"79,97", ," 0,26", ,"-1,45", ,"79,94", ," 0,34", ," 6,07", ,"80,28", ," 0,28", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 3,47", ,"79,97", ," 0,34", ," 2,31", ,"80,01", ," 0,29", ,"-1,45", ,"79,94", ," 0,36", ," 4,34", ,"80,24", ," 0,32", ,"14,72", ,"-61,90",a,"53,82",a,"-5,03",a," 0,00", 
1940,"2022-02-04 06:42:19,6"," 3,18", ,"79,94", ," 0,31", ," 2,31", ,"79,97", ," 0,26", ,"-1,74", ,"79,94", ," 0,35", ," 5,78", ,"80,28", ," 0,28", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 3,47", ,"79,97", ," 0,34", ," 2,31", ,"80,01", ," 0,29", ,"-1,74", ,"79,94", ," 0,36", ," 4,34", ,"80,24", ," 0,32", ,"14,76", ,"-61,90",a,"53,79",a,"-5,03",a," 0,00", 
1941,"2022-02-04 06:47:19,6"," 3,47", ,"79,94", ," 0,31", ," 2,02", ,"79,97", ," 0,26", ,"-1,74", ,"79,94", ," 0,35", ," 5,78", ,"80,28", ," 0,28", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 3,47", ,"79,94", ," 0,34", ," 2,31", ,"80,01", ," 0,30", ,"-1,74", ,"79,94", ," 0,36", ," 4,05", ,"80,24", ," 0,32", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
