Timestamp,MON1 CL DDM (?A),Status,MON1 CL SDM (%),Status,MON1 CL RF (V),Status,MON1 DS DDM (?A),Status,MON1 DS SDM (%),Status,MON1 DS RF (V),Status,MON1 NF DDM (?A),Status,MON1 NF SDM (%),Status,MON1 NF RF (V),Status,MON1 CLR DDM (?A),Status,MON1 CLR SDM (%),Status,MON1 CLR RF (V),Status,MON1 DIFF FREQ (kHz),Status,MON1 CL ID MOD (%),Status,MON1 CL ID ACT (),Status,MON1 CLR ID MOD (%),Status,MON1 CLR ID ACT (),Status,MON1 VOICE (),Status,MON1 DL 0 (?),Status,MON1 DL 1 (?),Status,MON1 DL 2 (),Status,MON1 DL 3 (),Status,MON1 FFM Ch.A DDM (?A),Status,MON1 FFM Ch.A SDM (%),Status,MON1 FFM Ch.A RF (dBm),Status,MON1 FFM Ch.B DDM (?A),Status,MON1 FFM Ch.B SDM (%),Status,MON1 FFM Ch.B RF (dBm),Status,MON1 Execute alarm (),Status,MON1 TEST DDM (?A),Status,MON1 TEST SDM (%),Status,MON1 TEST RF (V),Status,MON1 SELF TEST (),Status,MON2 CL DDM (?A),Status,MON2 CL SDM (%),Status,MON2 CL RF (V),Status,MON2 DS DDM (?A),Status,MON2 DS SDM (%),Status,MON2 DS RF (V),Status,MON2 NF DDM (?A),Status,MON2 NF SDM (%),Status,MON2 NF RF (V),Status,MON2 CLR DDM (?A),Status,MON2 CLR SDM (%),Status,MON2 CLR RF (V),Status,MON2 DIFF FREQ (kHz),Status,MON2 CL ID MOD (%),Status,MON2 CL ID ACT (),Status,MON2 CLR ID MOD (%),Status,MON2 CLR ID ACT (),Status,MON2 VOICE (),Status,MON2 DL 0 (?),Status,MON2 DL 1 (?),Status,MON2 DL 2 (),Status,MON2 DL 3 (),Status,MON2 FFM Ch.A DDM (?A),Status,MON2 FFM Ch.A SDM (%),Status,MON2 FFM Ch.A RF (dBm),Status,MON2 FFM Ch.B DDM (?A),Status,MON2 FFM Ch.B SDM (%),Status,MON2 FFM Ch.B RF (dBm),Status,MON2 Execute alarm (),Status,MON2 TEST DDM (?A),Status,MON2 TEST SDM (%),Status,MON2 TEST RF (V),Status,MON2 SELF TEST (),Status
"2022-02-17 09:31:25,2","-0,87", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,98", ,"-4,63", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 2,02", ,"78,69", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,04", ," 0,00", ,"79,74", ," 3,07", ,"-4,92", ,"79,80", ," 3,23", ,"-1,74", ,"79,84", ," 3,02", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-17 09:36:25,6","-0,58", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,98", ,"-4,92", ,"79,84", ," 3,12", ,"-0,87", ,"80,07", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-62,47",a,"55,04",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,07", ,"-4,92", ,"79,80", ," 3,23", ,"-1,74", ,"79,84", ," 3,02", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-17 09:41:26,3","-0,87", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,98", ,"-4,92", ,"79,84", ," 3,12", ,"-0,87", ,"80,07", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,06", ," 0,00", ,"-0,58", ,"79,74", ," 3,04", ,"-0,29", ,"79,77", ," 3,06", ,"-4,92", ,"79,80", ," 3,23", ,"-1,74", ,"79,87", ," 3,02", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,29", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-17 09:46:26,7","-0,87", ,"79,94", ," 2,90", ," 0,29", ,"79,90", ," 2,98", ,"-4,92", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 3,00", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,04", ," 0,00", ,"79,74", ," 3,06", ,"-4,92", ,"79,80", ," 3,23", ,"-1,74", ,"79,84", ," 3,02", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-49,46",a,"54,43",a," 1,55",a," 0,00", 
"2022-02-17 09:51:27,0","-0,87", ,"80,01", ," 2,90", ," 0,29", ,"79,90", ," 2,98", ,"-4,92", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 3,00", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,06", ,"-4,92", ,"79,77", ," 3,23", ,"-2,02", ,"79,84", ," 3,02", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-17,35", ,"72,04", ," 3,10", ," 0,00", 
"2022-02-17 09:56:27,7","-0,58", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,98", ,"-4,92", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 3,00", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,74", ," 3,04", ," 0,00", ,"79,74", ," 3,06", ,"-4,92", ,"79,80", ," 3,23", ,"-2,02", ,"79,87", ," 3,02", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-17 10:01:28,0","-0,58", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,98", ,"-4,92", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 3,00", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,45",a,"54,06",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-4,92", ,"79,80", ," 3,23", ,"-2,02", ,"79,80", ," 3,02", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,10", ," 0,00", 
"2022-02-17 10:06:28,1","-0,58", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,98", ,"-4,92", ,"79,84", ," 3,12", ,"-1,16", ,"80,07", ," 3,00", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,03", ," 0,00", ,"79,74", ," 3,06", ,"-4,92", ,"79,80", ," 3,23", ,"-2,02", ,"79,87", ," 3,02", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-20,25", ,"72,28", ," 2,30", ," 0,00", 
"2022-02-17 10:11:28,8","-0,58", ,"79,97", ," 2,90", ," 0,29", ,"79,87", ," 2,98", ,"-5,21", ,"79,84", ," 3,12", ,"-1,16", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-44,54",a,"55,61",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,02", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-17 10:16:29,4","-0,58", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-4,92", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,80", ," 3,09", ," 0,00", ,"-0,58", ,"79,74", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-1,74", ,"78,25", ," 3,09", ," 0,00", 
"2022-02-17 10:21:29,5","-0,87", ,"80,01", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,74", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-1,74", ,"79,87", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-17 10:26:30,4","-0,87", ,"79,97", ," 2,90", ," 0,29", ,"79,94", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-51,48",a,"56,18",a," 1,55",a," 0,00", ,"-0,58", ,"79,74", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-17 10:31:30,8","-0,87", ,"79,97", ," 2,90", ," 0,29", ,"79,94", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-17,64", ,"66,95", ," 3,09", ," 0,00", ,"-0,58", ,"79,74", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-17 10:36:31,2","-0,87", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 2,99", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-30,66",a,"67,35", ," 1,91",a," 0,00", ,"-0,58", ,"79,74", ," 3,03", ,"-0,29", ,"79,74", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-17 10:41:31,8","-0,87", ,"80,01", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,21", ,"79,77", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-17 10:46:32,2","-0,87", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,74", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-2,02", ,"79,87", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,58",a,"53,75",a," 1,55",a," 0,00", 
"2022-02-17 10:51:32,6","-0,87", ,"80,01", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,74", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-5,50", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,29", ,"76,73", ," 3,09", ," 0,00", 
"2022-02-17 10:56:32,9","-0,87", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-2,02", ,"79,87", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-54,66",a,"56,89",a," 1,55",a," 0,00", 
"2022-02-17 11:01:33,3","-0,87", ,"80,01", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-5,21", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,74", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,21", ,"79,80", ," 3,23", ,"-2,02", ,"79,87", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-36,44",a,"67,08", ," 3,09", ," 0,00", 
"2022-02-17 11:06:33,7","-0,87", ,"79,97", ," 2,90", ," 0,29", ,"79,87", ," 2,97", ,"-5,50", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,50", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-21,11", ,"67,32", ," 1,91",a," 0,00", 
"2022-02-17 11:11:34,4","-0,87", ,"79,97", ," 2,89", ," 0,00", ,"79,90", ," 2,97", ,"-5,50", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-22,56",a,"71,10", ," 2,10", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,74", ," 3,06", ,"-5,50", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-17 11:16:34,7","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-5,50", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-55,82",a,"55,14",a," 2,15", ," 0,00", ,"-0,58", ,"79,77", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-5,50", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-17 11:21:35,1","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-5,50", ,"79,84", ," 3,12", ,"-0,87", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 1,16", ,"79,23", ," 2,87", ," 0,00", ,"-0,58", ,"79,77", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-5,50", ,"79,80", ," 3,23", ,"-2,02", ,"79,87", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-17 11:26:35,8","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-5,50", ,"79,84", ," 3,12", ,"-1,16", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-5,50", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-8,97", ,"75,59", ," 3,09", ," 0,00", 
"2022-02-17 11:31:36,2","-0,87", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-5,50", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,74", ," 3,03", ," 0,00", ,"79,74", ," 3,06", ,"-5,50", ,"79,80", ," 3,23", ,"-2,02", ,"79,87", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-35,29",a,"58,48",a," 1,55",a," 0,00", 
"2022-02-17 11:36:36,8","-0,87", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-5,78", ,"79,84", ," 3,12", ,"-1,16", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-29,21",a,"60,33",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-5,50", ,"79,80", ," 3,23", ,"-2,02", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
